month,division,line,day_type,num_sched_trains,num_actual_trains,service delivered
2020-11-01,B DIVISION,B,1,1622,1551,95.62269
2020-11-01,B DIVISION,C,1,1126,1098,97.513324
2020-11-01,B DIVISION,C,2,740,698,94.324327
2020-11-01,B DIVISION,D,2,1427,1380,96.70638
2020-11-01,B DIVISION,D,1,1775,1713,96.50704
2020-11-01,B DIVISION,E,2,302,284,94.03973
2020-11-01,B DIVISION,E,1,1420,1413,99.50704
2020-11-01,B DIVISION,F,2,1250,1218,97.44
2020-11-01,B DIVISION,F,1,1657,1636,98.73265
2020-11-01,B DIVISION,G,2,1638,1601,97.741145
2020-11-01,B DIVISION,G,1,834,817,97.96163
2020-11-01,B DIVISION,JZ,2,600,587,97.833335
2020-11-01,B DIVISION,JZ,1,990,972,98.18182
2020-11-01,B DIVISION,L,1,1866,1847,98.98178
2020-11-01,B DIVISION,L,2,1787,1737,97.202015
2020-11-01,B DIVISION,M,1,1754,1670,95.210946
2020-11-01,B DIVISION,M,2,241,239,99.170125
2020-11-01,B DIVISION,N,1,1762,1632,92.62202
2020-11-01,B DIVISION,N,2,1416,1377,97.245765
2020-11-01,B DIVISION,Q,1,1940,1802,92.886597
2020-11-01,B DIVISION,Q,2,1849,1744,94.321257
2020-11-01,B DIVISION,R,1,1878,1742,92.758256
2020-11-01,B DIVISION,R,2,1105,1080,97.737557
2020-11-01,B DIVISION,S Fkln,1,678,675,99.557525
2020-11-01,B DIVISION,S Fkln,2,746,742,99.46381
2020-11-01,B DIVISION,S Rock,1,408,397,97.30392
2020-11-01,B DIVISION,S Rock,2,360,355,98.61111
2020-11-01,B DIVISION,W,1,745,674,90.4698
2020-11-01,B DIVISION,W,2,145,117,80.689657
2020-11-01,Systemwide,Systemwide,1,40322,38746,96.09146
2020-11-01,Systemwide,Systemwide,2,25825,24574,95.15586
2020-10-01,A DIVISION,1,1,1722,1678,97.44483
2020-10-01,A DIVISION,1,2,1020,1007,98.72549
2020-10-01,A DIVISION,2,1,2354,2255,95.79439
2020-10-01,A DIVISION,2,2,1375,1334,97.01818
2020-10-01,A DIVISION,3,1,2184,2107,96.47436
2020-10-01,A DIVISION,3,2,1385,1333,96.245486
2020-10-01,A DIVISION,4,1,2984,2862,95.911527
2020-10-01,A DIVISION,4,2,2163,2034,94.03606
2020-10-01,A DIVISION,5,2,297,297,100
2020-10-01,A DIVISION,5,1,2655,2537,95.555556
2020-10-01,A DIVISION,6,2,1097,1015,92.52507
2020-10-01,A DIVISION,6,1,2142,2069,96.59197
2020-10-01,A DIVISION,7,1,2892,2822,97.579527
2020-10-01,A DIVISION,7,2,1229,1210,98.45403
2020-10-01,A DIVISION,S 42nd,2,996,971,97.48996
2020-10-01,A DIVISION,S 42nd,1,1965,1964,99.94911
2020-10-01,B DIVISION,A,1,2740,2569,93.759125
2020-10-01,B DIVISION,A,2,1654,1571,94.98186
2020-10-01,B DIVISION,B,1,1783,1708,95.793605
2020-10-01,B DIVISION,C,1,1237,1211,97.898144
2020-10-01,B DIVISION,C,2,1410,1353,95.957446
2020-10-01,B DIVISION,D,2,1035,1025,99.033815
2020-10-01,B DIVISION,D,1,1928,1843,95.59129
2020-10-01,B DIVISION,E,1,1411,1398,99.07867
2020-10-01,B DIVISION,F,1,1901,1888,99.31615
2020-10-01,B DIVISION,F,2,930,921,99.03226
2020-10-01,B DIVISION,G,1,959,966,100.72993
2020-10-01,B DIVISION,G,2,1680,1674,99.642855
2020-10-01,B DIVISION,JZ,2,783,771,98.467433
2020-10-01,B DIVISION,JZ,1,1045,1020,97.607654
2020-10-01,B DIVISION,L,2,1778,1770,99.550056
2020-10-01,B DIVISION,L,1,2055,2034,98.9781
2020-10-01,B DIVISION,M,1,1868,1766,94.53961
2020-10-01,B DIVISION,M,2,785,783,99.745226
2020-10-01,B DIVISION,N,1,1916,1846,96.34656
2020-10-01,B DIVISION,N,2,1021,984,96.376103
2020-10-01,B DIVISION,Q,2,1920,1878,97.8125
2020-10-01,B DIVISION,Q,1,2205,2112,95.782316
2020-10-01,B DIVISION,R,2,1380,1360,98.550725
2020-10-01,B DIVISION,R,1,2049,1934,94.38751
2020-10-01,B DIVISION,S Fkln,1,762,762,100
2020-10-01,B DIVISION,S Fkln,2,761,761,100
2020-10-01,B DIVISION,S Rock,1,477,478,100.20964
2020-10-01,B DIVISION,S Rock,2,499,503,100.8016
2020-10-01,B DIVISION,W,1,824,766,92.96116
2020-10-01,Systemwide,Systemwide,1,44058,42595,96.67938
2020-10-01,Systemwide,Systemwide,2,25198,24555,97.44821
2020-09-01,A DIVISION,1,1,1630,1585,97.23926
2020-09-01,A DIVISION,1,2,917,893,97.38277
2020-09-01,A DIVISION,2,1,2235,2168,97.00224
2020-09-01,A DIVISION,2,2,1395,1343,96.272403
2020-09-01,A DIVISION,3,2,1215,1186,97.61317
2020-09-01,A DIVISION,3,1,2046,1982,96.87194
2020-09-01,A DIVISION,4,1,2833,2702,95.375925
2020-09-01,A DIVISION,4,2,1836,1773,96.568626
2020-09-01,A DIVISION,5,2,477,467,97.90356
2020-09-01,A DIVISION,5,1,2531,2425,95.811933
2020-09-01,A DIVISION,6,2,932,889,95.386267
2020-09-01,A DIVISION,6,1,2011,1940,96.46942
2020-09-01,A DIVISION,7,1,2731,2635,96.484804
2020-09-01,A DIVISION,7,2,1094,1087,99.360144
2020-09-01,A DIVISION,S 42nd,1,2044,2031,99.363995
2020-09-01,A DIVISION,S 42nd,2,1452,1356,93.38843
2020-09-01,B DIVISION,A,2,1490,1331,89.32886
2020-09-01,B DIVISION,A,1,2623,2458,93.70949
2020-09-01,B DIVISION,B,1,1653,1613,97.58016
2020-09-01,B DIVISION,C,1,1145,1105,96.50655
2020-09-01,B DIVISION,C,2,1235,913,73.92713
2020-09-01,B DIVISION,D,2,1237,1152,93.12854
2020-09-01,B DIVISION,D,1,1827,1789,97.92009
2020-09-01,B DIVISION,E,1,1548,1509,97.48062
2020-09-01,B DIVISION,F,1,1452,1431,98.55372
2020-09-01,B DIVISION,F,2,615,606,98.536587
2020-09-01,B DIVISION,G,1,870,860,98.85057
2020-09-01,B DIVISION,G,2,1284,1229,95.71651
2020-09-01,B DIVISION,JZ,2,711,701,98.593533
2020-09-01,B DIVISION,JZ,1,1036,1027,99.131274
2020-09-01,B DIVISION,L,2,936,913,97.54273
2020-09-01,B DIVISION,L,1,1960,1942,99.081635
2020-09-01,B DIVISION,M,2,515,513,99.61165
2020-09-01,B DIVISION,M,1,1778,1711,96.23172
2020-09-01,B DIVISION,N,1,1812,1729,95.419425
2020-09-01,B DIVISION,N,2,1421,1412,99.36664
2020-09-01,B DIVISION,Q,1,2105,2036,96.72209
2020-09-01,B DIVISION,Q,2,1477,1478,100.0677
2020-09-01,B DIVISION,R,1,2000,1896,94.8
2020-09-01,B DIVISION,R,2,1165,1128,96.82403
2020-09-01,B DIVISION,S Fkln,2,667,666,99.850076
2020-09-01,B DIVISION,S Fkln,1,714,714,100
2020-09-01,B DIVISION,S Rock,1,451,447,99.11308
2020-09-01,B DIVISION,S Rock,2,434,435,100.23042
2020-09-01,B DIVISION,W,1,787,726,92.24905
2020-09-01,Systemwide,Systemwide,1,41822,40461,96.74573
2020-09-01,Systemwide,Systemwide,2,22505,21471,95.405465
2020-08-01,A DIVISION,1,1,1670,1619,96.94611
2020-08-01,A DIVISION,1,2,1169,1142,97.69033
2020-08-01,A DIVISION,2,1,2190,2043,93.28767
2020-08-01,A DIVISION,2,2,2062,2026,98.25412
2020-08-01,A DIVISION,3,1,2047,1894,92.52565
2020-08-01,A DIVISION,3,2,1550,1535,99.03226
2020-08-01,A DIVISION,4,1,2867,2718,94.80293
2020-08-01,A DIVISION,4,2,1474,1354,91.85889
2020-08-01,A DIVISION,5,1,2456,2266,92.26384
2020-08-01,A DIVISION,6,1,2068,1981,95.79304
2020-08-01,A DIVISION,6,2,1015,942,92.807883
2020-08-01,A DIVISION,7,1,2728,2526,92.59531
2020-08-01,A DIVISION,7,2,1374,1365,99.34498
2020-08-01,A DIVISION,S 42nd,1,1535,1521,99.08795
2020-08-01,A DIVISION,S 42nd,2,1098,1090,99.271405
2020-08-01,B DIVISION,A,1,2608,2441,93.596625
2020-08-01,B DIVISION,A,2,1855,1799,96.98113
2020-08-01,B DIVISION,B,1,1699,1595,93.87875
2020-08-01,B DIVISION,C,1,1165,1122,96.30901
2020-08-01,B DIVISION,C,2,1530,1473,96.27451
2020-08-01,B DIVISION,D,1,1879,1822,96.96647
2020-08-01,B DIVISION,D,2,1712,1685,98.422897
2020-08-01,B DIVISION,E,1,1559,1516,97.24182
2020-08-01,B DIVISION,E,2,769,765,99.47984
2020-08-01,B DIVISION,F,1,1784,1795,100.61659
2020-08-01,B DIVISION,F,2,1225,1195,97.55102
2020-08-01,B DIVISION,G,1,916,901,98.362446
2020-08-01,B DIVISION,G,2,1653,1647,99.637026
2020-08-01,B DIVISION,JZ,1,983,963,97.965413
2020-08-01,B DIVISION,JZ,2,860,759,88.255817
2020-08-01,B DIVISION,L,1,1924,1932,100.4158
2020-08-01,B DIVISION,L,2,2104,2088,99.239546
2020-08-01,B DIVISION,M,1,1805,1741,96.45429
2020-08-01,B DIVISION,M,2,672,665,98.95833
2020-08-01,B DIVISION,N,1,1824,1737,95.230263
2020-08-01,B DIVISION,N,2,1727,1693,98.03127
2020-08-01,B DIVISION,Q,2,2141,2128,99.39281
2020-08-01,B DIVISION,Q,1,2092,1989,95.076483
2020-08-01,B DIVISION,R,1,2048,1955,95.458984
2020-08-01,B DIVISION,R,2,1520,1504,98.94737
2020-08-01,B DIVISION,S Fkln,1,714,713,99.85994
2020-08-01,B DIVISION,S Fkln,2,852,846,99.29578
2020-08-01,B DIVISION,S Rock,1,444,430,96.84685
2020-08-01,B DIVISION,S Rock,2,551,550,99.81851
2020-08-01,B DIVISION,W,1,786,744,94.65649
2020-08-01,Systemwide,Systemwide,1,41791,39964,95.628244
2020-08-01,Systemwide,Systemwide,2,28913,28251,97.71037
2020-07-01,A DIVISION,1,1,1721,1697,98.60546
2020-07-01,A DIVISION,1,2,816,788,96.568626
2020-07-01,A DIVISION,2,2,1574,1545,98.15756
2020-07-01,A DIVISION,2,1,2241,2162,96.47479
2020-07-01,A DIVISION,3,2,1055,1033,97.91469
2020-07-01,A DIVISION,3,1,2101,2042,97.19181
2020-07-01,A DIVISION,4,1,2869,2774,96.68874
2020-07-01,A DIVISION,4,2,1626,1520,93.48093
2020-07-01,A DIVISION,5,1,2515,2327,92.52485
2020-07-01,A DIVISION,5,2,238,225,94.53781
2020-07-01,A DIVISION,6,1,2110,2053,97.29858
2020-07-01,A DIVISION,6,2,799,777,97.24656
2020-07-01,A DIVISION,7,1,2883,2820,97.814775
2020-07-01,A DIVISION,7,2,817,809,99.02081
2020-07-01,B DIVISION,A,1,2740,2566,93.64964
2020-07-01,B DIVISION,A,2,1129,1106,97.962797
2020-07-01,B DIVISION,B,1,1817,1734,95.43203
2020-07-01,B DIVISION,C,1,1228,1172,95.43974
2020-07-01,B DIVISION,C,2,921,898,97.502714
2020-07-01,B DIVISION,D,1,1891,1839,97.250134
2020-07-01,B DIVISION,D,2,1300,1202,92.46154
2020-07-01,B DIVISION,E,2,535,535,100
2020-07-01,B DIVISION,E,1,1677,1636,97.55516
2020-07-01,B DIVISION,F,2,1080,1037,96.018517
2020-07-01,B DIVISION,F,1,1895,1868,98.5752
2020-07-01,B DIVISION,G,1,938,932,99.36034
2020-07-01,B DIVISION,G,2,1314,1314,100
2020-07-01,B DIVISION,JZ,2,247,247,100
2020-07-01,B DIVISION,JZ,1,1074,1048,97.579145
2020-07-01,B DIVISION,L,2,1565,1554,99.297124
2020-07-01,B DIVISION,L,1,2053,2028,98.78227
2020-07-01,B DIVISION,M,2,85,84,98.82353
2020-07-01,B DIVISION,M,1,1881,1798,95.587456
2020-07-01,B DIVISION,N,1,1888,1779,94.226694
2020-07-01,B DIVISION,N,2,1179,1157,98.13401
2020-07-01,B DIVISION,Q,2,1060,1021,96.320754
2020-07-01,B DIVISION,Q,1,2180,2098,96.23853
2020-07-01,B DIVISION,R,1,2073,1957,94.404244
2020-07-01,B DIVISION,R,2,1100,1101,100.09091
2020-07-01,B DIVISION,S Fkln,1,750,747,99.6
2020-07-01,B DIVISION,S Fkln,2,569,564,99.121267
2020-07-01,B DIVISION,S Rock,1,480,479,99.791664
2020-07-01,B DIVISION,S Rock,2,368,367,99.72826
2020-07-01,B DIVISION,W,1,820,743,90.609753
2020-07-01,Systemwide,Systemwide,1,41825,40299,96.35146
2020-07-01,Systemwide,Systemwide,2,19377,18884,97.455746
2020-06-01,A DIVISION,1,2,885,870,98.30508
2020-06-01,A DIVISION,1,1,1710,1704,99.649125
2020-06-01,A DIVISION,2,1,2303,2272,98.65393
2020-06-01,A DIVISION,2,2,1784,1725,96.692824
2020-06-01,A DIVISION,3,1,2168,2157,99.49262
2020-06-01,A DIVISION,3,2,1230,1207,98.130083
2020-06-01,A DIVISION,4,1,3032,2951,97.328496
2020-06-01,A DIVISION,4,2,1773,1728,97.461927
2020-06-01,A DIVISION,5,1,2359,2269,96.184826
2020-06-01,A DIVISION,5,2,465,462,99.35484
2020-06-01,A DIVISION,6,2,904,874,96.681416
2020-06-01,A DIVISION,6,1,1997,1955,97.896844
2020-06-01,A DIVISION,7,1,2645,2583,97.65595
2020-06-01,A DIVISION,7,2,1173,1136,96.84569
2020-06-01,B DIVISION,A,2,1490,1471,98.72483
2020-06-01,B DIVISION,A,1,2293,2194,95.682514
2020-06-01,B DIVISION,B,1,1386,1331,96.031743
2020-06-01,B DIVISION,C,1,1218,1171,96.141213
2020-06-01,B DIVISION,C,2,1241,1221,98.3884
2020-06-01,B DIVISION,D,1,1906,1862,97.6915
2020-06-01,B DIVISION,D,2,1481,1442,97.36664
2020-06-01,B DIVISION,E,2,625,618,98.88
2020-06-01,B DIVISION,E,1,1511,1471,97.35275
2020-06-01,B DIVISION,F,2,450,453,100.66667
2020-06-01,B DIVISION,F,1,1859,1844,99.193114
2020-06-01,B DIVISION,G,1,929,939,101.07642
2020-06-01,B DIVISION,G,2,1428,1427,99.92997
2020-06-01,B DIVISION,JZ,2,598,588,98.32776
2020-06-01,B DIVISION,JZ,1,1042,1026,98.46449
2020-06-01,B DIVISION,L,2,1491,1447,97.04896
2020-06-01,B DIVISION,L,1,994,1017,102.31389
2020-06-01,B DIVISION,M,2,171,174,101.75439
2020-06-01,B DIVISION,M,1,1905,1867,98.00525
2020-06-01,B DIVISION,N,2,1425,1403,98.45614
2020-06-01,B DIVISION,N,1,1907,1838,96.381754
2020-06-01,B DIVISION,Q,2,1783,1757,98.541784
2020-06-01,B DIVISION,Q,1,2136,2089,97.799623
2020-06-01,B DIVISION,R,2,1220,1189,97.45902
2020-06-01,B DIVISION,R,1,2061,1974,95.778745
2020-06-01,B DIVISION,S Fkln,2,653,651,99.69372
2020-06-01,B DIVISION,S Fkln,1,762,759,99.6063
2020-06-01,B DIVISION,S Rock,1,439,433,98.63326
2020-06-01,B DIVISION,S Rock,2,410,411,100.2439
2020-06-01,B DIVISION,W,1,632,588,93.037975
2020-06-01,Systemwide,Systemwide,2,22680,22254,98.12169
2020-06-01,Systemwide,Systemwide,1,39194,38294,97.70373
2020-05-01,A DIVISION,1,2,1140,1112,97.54386
2020-05-01,A DIVISION,1,1,896,873,97.433037
2020-05-01,A DIVISION,2,2,2283,2193,96.05782
2020-05-01,A DIVISION,2,1,2140,2126,99.3458
2020-05-01,A DIVISION,3,1,1891,1901,100.52882
2020-05-01,A DIVISION,3,2,1540,1495,97.077924
2020-05-01,A DIVISION,4,1,2680,2623,97.873133
2020-05-01,A DIVISION,4,2,2253,2162,95.96094
2020-05-01,A DIVISION,5,1,1160,1126,97.068965
2020-05-01,A DIVISION,5,2,907,881,97.133404
2020-05-01,A DIVISION,6,1,859,863,100.46566
2020-05-01,A DIVISION,6,2,1128,1090,96.631205
2020-05-01,A DIVISION,7,1,1025,1003,97.85366
2020-05-01,A DIVISION,7,2,1348,1328,98.51632
2020-05-01,B DIVISION,A,1,1398,1389,99.35622
2020-05-01,B DIVISION,A,2,1849,1816,98.21525
2020-05-01,B DIVISION,C,1,1107,1103,99.638665
2020-05-01,B DIVISION,C,2,1557,1516,97.36673
2020-05-01,B DIVISION,D,1,1421,1421,100
2020-05-01,B DIVISION,D,2,1856,1815,97.79095
2020-05-01,B DIVISION,E,2,610,600,98.36066
2020-05-01,B DIVISION,E,1,586,580,98.97611
2020-05-01,B DIVISION,F,2,970,963,99.27835
2020-05-01,B DIVISION,F,1,1157,1166,100.77788
2020-05-01,B DIVISION,G,1,580,580,100
2020-05-01,B DIVISION,G,2,1884,1877,99.62845
2020-05-01,B DIVISION,JZ,2,849,844,99.41107
2020-05-01,B DIVISION,JZ,1,683,682,99.85359
2020-05-01,B DIVISION,L,2,2146,2067,96.318734
2020-05-01,B DIVISION,L,1,723,724,100.13832
2020-05-01,B DIVISION,M,2,861,832,96.631825
2020-05-01,B DIVISION,M,1,1145,1139,99.47598
2020-05-01,B DIVISION,N,2,1440,1400,97.22222
2020-05-01,B DIVISION,N,1,1414,1406,99.434227
2020-05-01,B DIVISION,Q,2,2210,2183,98.77828
2020-05-01,B DIVISION,Q,1,2001,1972,98.550725
2020-05-01,B DIVISION,R,1,1165,1168,100.25752
2020-05-01,B DIVISION,R,2,1540,1503,97.5974
2020-05-01,B DIVISION,S Fkln,1,672,665,98.95833
2020-05-01,B DIVISION,S Fkln,2,864,856,99.07407
2020-05-01,B DIVISION,S Rock,1,348,348,100
2020-05-01,B DIVISION,S Rock,2,522,524,100.38314
2020-05-01,Systemwide,Systemwide,2,29757,29057,97.647613
2020-05-01,Systemwide,Systemwide,1,25051,24858,99.229574
2020-04-01,A DIVISION,1,1,568,537,94.542253
2020-04-01,A DIVISION,1,2,464,397,85.560346
2020-04-01,A DIVISION,2,1,1131,1056,93.368703
2020-04-01,A DIVISION,2,2,891,657,73.73737
2020-04-01,A DIVISION,3,1,731,733,100.2736
2020-04-01,A DIVISION,3,2,625,524,83.84
2020-04-01,A DIVISION,4,1,1234,1206,97.73096
2020-04-01,A DIVISION,4,2,926,780,84.23326
2020-04-01,A DIVISION,5,1,755,748,99.07285
2020-04-01,A DIVISION,5,2,630,505,80.15873
2020-04-01,A DIVISION,6,1,556,563,101.25899
2020-04-01,A DIVISION,6,2,456,348,76.31579
2020-04-01,A DIVISION,7,1,652,526,80.674845
2020-04-01,A DIVISION,7,2,623,396,63.5634
2020-04-01,B DIVISION,A,1,651,635,97.542244
2020-04-01,B DIVISION,D,1,893,871,97.536397
2020-04-01,B DIVISION,D,2,722,532,73.68421
2020-04-01,B DIVISION,E,2,300,128,42.666668
2020-04-01,B DIVISION,E,1,370,355,95.94595
2020-04-01,B DIVISION,F,2,615,495,80.487806
2020-04-01,B DIVISION,F,1,754,742,98.40849
2020-04-01,B DIVISION,G,2,886,760,85.77878
2020-04-01,B DIVISION,G,1,479,385,80.375785
2020-04-01,B DIVISION,JZ,1,443,358,80.81264
2020-04-01,B DIVISION,JZ,2,352,276,78.409094
2020-04-01,B DIVISION,L,2,180,177,98.333335
2020-04-01,B DIVISION,L,1,429,426,99.3007
2020-04-01,B DIVISION,M,2,457,269,58.862144
2020-04-01,B DIVISION,M,1,753,630,83.66534
2020-04-01,B DIVISION,N,1,872,767,87.95872
2020-04-01,B DIVISION,N,2,738,442,59.8916
2020-04-01,B DIVISION,Q,1,894,836,93.5123
2020-04-01,B DIVISION,Q,2,912,757,83.004385
2020-04-01,B DIVISION,R,2,630,515,81.74603
2020-04-01,B DIVISION,R,1,770,672,87.27273
2020-04-01,B DIVISION,S Fkln,1,444,443,99.77477
2020-04-01,B DIVISION,S Fkln,2,352,352,100
2020-04-01,B DIVISION,S Rock,1,225,225,100
2020-04-01,B DIVISION,S Rock,2,212,212,100
2020-04-01,Systemwide,Systemwide,1,13604,12714,93.457806
2020-04-01,Systemwide,Systemwide,2,10971,8522,77.67751
2020-03-01,A DIVISION,1,1,1153,1156,100.26019
2020-03-01,A DIVISION,1,2,778,748,96.14396
2020-03-01,A DIVISION,2,1,1631,1610,98.712444
2020-03-01,A DIVISION,2,2,1129,1096,97.07706
2020-03-01,A DIVISION,3,2,1100,1092,99.27273
2020-03-01,A DIVISION,3,1,1497,1493,99.7328
2020-03-01,A DIVISION,4,1,1978,1941,98.12942
2020-03-01,A DIVISION,4,2,1614,1524,94.423795
2020-03-01,A DIVISION,5,1,1736,1725,99.36636
2020-03-01,A DIVISION,5,2,686,665,96.938777
2020-03-01,A DIVISION,6,1,1494,1422,95.18072
2020-03-01,A DIVISION,6,2,808,759,93.935645
2020-03-01,A DIVISION,7,1,1955,1913,97.851664
2020-03-01,A DIVISION,7,2,1017,1007,99.016714
2020-03-01,A DIVISION,S 42nd,2,1224,1208,98.69281
2020-03-01,A DIVISION,S 42nd,1,1479,1465,99.05341
2020-03-01,B DIVISION,A,1,1869,1773,94.863564
2020-03-01,B DIVISION,A,2,1194,1148,96.147406
2020-03-01,B DIVISION,B,1,1233,1189,96.43147
2020-03-01,B DIVISION,C,1,1094,1033,94.424134
2020-03-01,B DIVISION,C,2,606,567,93.564355
2020-03-01,B DIVISION,D,1,1320,1284,97.27273
2020-03-01,B DIVISION,D,2,1205,1159,96.18257
2020-03-01,B DIVISION,E,2,310,306,98.70968
2020-03-01,B DIVISION,E,1,1098,1033,94.080144
2020-03-01,B DIVISION,F,2,935,915,97.86096
2020-03-01,B DIVISION,F,1,2124,2043,96.18644
2020-03-01,B DIVISION,G,2,1526,1512,99.08257
2020-03-01,B DIVISION,G,1,653,636,97.39663
2020-03-01,B DIVISION,JZ,2,603,593,98.341626
2020-03-01,B DIVISION,JZ,1,714,703,98.45938
2020-03-01,B DIVISION,L,2,237,238,100.42194
2020-03-01,B DIVISION,L,1,1380,1325,96.014494
2020-03-01,B DIVISION,M,2,787,761,96.69632
2020-03-01,B DIVISION,M,1,1320,1235,93.560606
2020-03-01,B DIVISION,N,1,1267,1204,95.027626
2020-03-01,B DIVISION,N,2,1199,1157,96.49708
2020-03-01,B DIVISION,Q,1,1502,1452,96.671104
2020-03-01,B DIVISION,Q,2,1296,1287,99.30556
2020-03-01,B DIVISION,R,1,1455,1373,94.36426
2020-03-01,B DIVISION,R,2,990,993,100.30303
2020-03-01,B DIVISION,S Fkln,1,528,526,99.62121
2020-03-01,B DIVISION,S Fkln,2,580,578,99.655175
2020-03-01,B DIVISION,S Rock,2,373,374,100.2681
2020-03-01,B DIVISION,S Rock,1,327,321,98.165137
2020-03-01,B DIVISION,W,1,553,504,91.13924
2020-03-01,Systemwide,Systemwide,1,31360,30359,96.808034
2020-03-01,Systemwide,Systemwide,2,20197,19687,97.474873
2020-02-01,A DIVISION,1,1,1443,1433,99.307
2020-02-01,A DIVISION,1,2,1046,1038,99.235183
2020-02-01,A DIVISION,2,2,2062,1987,96.36275
2020-02-01,A DIVISION,2,1,1999,1964,98.249125
2020-02-01,A DIVISION,3,1,1846,1818,98.483205
2020-02-01,A DIVISION,3,2,1360,1352,99.41176
2020-02-01,A DIVISION,4,1,2547,2420,95.013744
2020-02-01,A DIVISION,4,2,2020,1936,95.841587
2020-02-01,A DIVISION,5,1,2379,2259,94.95586
2020-02-01,A DIVISION,5,2,1340,1313,97.985077
2020-02-01,A DIVISION,6,2,1039,1018,97.978824
2020-02-01,A DIVISION,6,1,1867,1786,95.66149
2020-02-01,A DIVISION,7,2,1370,1343,98.029196
2020-02-01,A DIVISION,7,1,2517,2464,97.894317
2020-02-01,A DIVISION,S 42nd,1,1882,1847,98.140275
2020-02-01,A DIVISION,S 42nd,2,1245,1215,97.590363
2020-02-01,B DIVISION,A,2,1678,1630,97.139454
2020-02-01,B DIVISION,A,1,2343,2219,94.70764
2020-02-01,B DIVISION,B,1,1566,1482,94.63602
2020-02-01,B DIVISION,C,1,1367,1308,95.68398
2020-02-01,B DIVISION,C,2,1380,1320,95.652175
2020-02-01,B DIVISION,D,1,1664,1616,97.115386
2020-02-01,B DIVISION,D,2,1564,1522,97.31458
2020-02-01,B DIVISION,E,2,310,308,99.35484
2020-02-01,B DIVISION,E,1,1446,1386,95.85062
2020-02-01,B DIVISION,F,2,1080,1033,95.648146
2020-02-01,B DIVISION,F,1,2695,2621,97.254175
2020-02-01,B DIVISION,G,2,1984,1949,98.23589
2020-02-01,B DIVISION,G,1,819,791,96.581197
2020-02-01,B DIVISION,JZ,2,790,774,97.97468
2020-02-01,B DIVISION,JZ,1,936,917,97.970086
2020-02-01,B DIVISION,L,1,1771,1721,97.176737
2020-02-01,B DIVISION,L,2,426,422,99.06103
2020-02-01,B DIVISION,M,1,1673,1586,94.79976
2020-02-01,B DIVISION,M,2,1015,989,97.438425
2020-02-01,B DIVISION,N,1,1585,1498,94.51104
2020-02-01,B DIVISION,N,2,1424,1412,99.157304
2020-02-01,B DIVISION,Q,2,720,696,96.666664
2020-02-01,B DIVISION,Q,1,1871,1807,96.579367
2020-02-01,B DIVISION,R,1,1828,1734,94.85777
2020-02-01,B DIVISION,R,2,1145,1124,98.16594
2020-02-01,B DIVISION,S Fkln,1,666,658,98.7988
2020-02-01,B DIVISION,S Fkln,2,778,770,98.971725
2020-02-01,B DIVISION,S Rock,2,385,388,100.77922
2020-02-01,B DIVISION,S Rock,1,410,411,100.2439
2020-02-01,B DIVISION,W,1,701,658,93.86591
2020-02-01,Systemwide,Systemwide,1,39821,38404,96.44158
2020-02-01,Systemwide,Systemwide,2,26161,25539,97.62241
2020-01-01,A DIVISION,1,1,1767,1716,97.11375
2020-01-01,A DIVISION,1,2,919,915,99.564743
2020-01-01,A DIVISION,2,2,1831,1801,98.36155
2020-01-01,A DIVISION,2,1,2310,2207,95.541126
2020-01-01,A DIVISION,3,1,2184,2113,96.749085
2020-01-01,A DIVISION,3,2,1235,1234,99.91903
2020-01-01,A DIVISION,4,1,3030,2900,95.70957
2020-01-01,A DIVISION,4,2,1590,1545,97.16981
2020-01-01,A DIVISION,5,1,2619,2525,96.410847
2020-01-01,A DIVISION,5,2,923,908,98.37487
2020-01-01,A DIVISION,6,2,912,896,98.245615
2020-01-01,A DIVISION,6,1,2196,2124,96.72131
2020-01-01,A DIVISION,7,2,1145,1114,97.29258
2020-01-01,A DIVISION,7,1,2712,2598,95.79646
2020-01-01,A DIVISION,S 42nd,1,2097,2039,97.23414
2020-01-01,A DIVISION,S 42nd,2,1077,1072,99.535745
2020-01-01,B DIVISION,A,2,1445,1387,95.98616
2020-01-01,B DIVISION,A,1,2771,2651,95.66943
2020-01-01,B DIVISION,B,1,1767,1716,97.11375
2020-01-01,B DIVISION,C,1,1604,1571,97.942644
2020-01-01,B DIVISION,C,2,1230,1138,92.520326
2020-01-01,B DIVISION,D,1,1951,1895,97.12968
2020-01-01,B DIVISION,D,2,1475,1385,93.8983
2020-01-01,B DIVISION,E,2,465,464,99.784946
2020-01-01,B DIVISION,E,1,1607,1525,94.897324
2020-01-01,B DIVISION,F,2,830,827,99.63855
2020-01-01,B DIVISION,F,1,3015,2922,96.915424
2020-01-01,B DIVISION,G,2,1747,1717,98.28277
2020-01-01,B DIVISION,G,1,929,919,98.923576
2020-01-01,B DIVISION,JZ,2,665,653,98.19549
2020-01-01,B DIVISION,JZ,1,1099,1081,98.36215
2020-01-01,B DIVISION,L,2,381,383,100.52494
2020-01-01,B DIVISION,L,1,2053,2028,98.78227
2020-01-01,B DIVISION,M,2,929,914,98.38536
2020-01-01,B DIVISION,M,1,1936,1843,95.19628
2020-01-01,B DIVISION,N,2,1316,1239,94.148934
2020-01-01,B DIVISION,N,1,1901,1812,95.31825
2020-01-01,B DIVISION,Q,2,1458,1422,97.530866
